title,company,location,type,links,description,company_link,comp_logo_link
Scrum Master,RDI,"Dokki, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/9WUq7yDaDqrB-Scrum-Master-RDI-Giza-Egypt?o=39&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Guides teams to a culture of focus, improving the organization of their work through sprint planning and reviews throughout a project life cycle', 'Guides departments and teams towards cross-functional orientation by providing essential Agile coaching, helping plan and coordinate new workflows and patterns, and scheduling task assignments and goals', 'Guides scrum teams to follow Agile/Scrum principles and practices and reinforce SAFe framework', 'Ensures scrum teams are using best practice agile delivery tools and templates for all processes including documenting and tracking user stories', 'Maintains the scrum team capacity plan, scrum board, sprint backlog, velocity charts and burn down charts', 'Continually monitors the progress of team members across departments and provides support to engage employees to achieve goals', 'Manages risks and issues proactively, including resources, costs, and systems, and recommending appropriate solutions', 'Forms partnerships across departments to streamline work processes and improve the speed at which the company can respond to and capitalize on opportunities', 'Integrates technology into employee workflows to increase the speed and accuracy of changes to improve the results of work processes, emphasizing continuous improvement', 'Completes monthly status reports and presents to clients and upper management', 'Manages the submission of project deliverables to Client, including project documentation, code, executables, or otherwise', 'Manages signoffs required from Client, including schedule, requirements, testing results, and/or others', 'Provides Client feedback to internal teams in a timely and accurate fashion, avoiding miscommunications and delays that threaten relationship with the Client or the healthy progress of the project', 'Manages user training or any other type of awareness sessions with the Client', 'Manages user acceptance testing with Client resources', 'Ensures resource allocation to the project is within budget', 'Works with internal teams and client representatives to ensure that the project team have access to all resources and data required to successfully complete project tasks on time', 'Works with commercial teams internally to invoice clients on time based upon project progress and achievement of payment milestones, attaining the required sign-offs from Clients for timely invoicing', 'Supports Product Owners, especially in regard to developing, refining, and managing the product backlog', 'Escalates issues in the implementation of Agile methodologies to expedite process correction, creating strategies that resonate with the culture of the organization', 'Preparing, coordinating and supervising systems implementation', 'Reports on the status of delivery using agreed reporting metrics e.g. burndown', 'Creates and maintains documentation']",https://wuzzuf.net/jobs/careers/RDI-Egypt-5083,https://images.wuzzuf-data.net/files/company_logo/RDI-Egypt-5083-1579615010.png
Senior Full Stack Developer,Khalifa Foundation Investment,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/Kzjn4GoohKxb-Senior-Full-Stack-Developer-Khalifa-Foundation-Investment-Cairo-Egypt?o=40&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Designing, building, and maintaining Websites and Web-based applications UI & UX.', 'Collaborate and work with mobile app developers on the backend needs of projects.', 'Determining user needs by analyzing technical requirements.', 'Write clean, secure, easily maintainable, and modular codes.', 'Database designing and maintenance.', 'Build reusable code and libraries for future use.', 'Troubleshoot and debug applications.', 'Perform backend tests to optimize performance.', 'Design and develop Restful APIs.', 'Solid knowledge and experience in React, TypeScript, HTML5, CSS3, Bootstrap.', 'Solid experience with both RDBMS and NoSQL databases (MS SQL Server & MongoDB).', 'Solid experience with C#.NET, ASP.NET MVC, .NET core & Microsoft Development Tools.', 'Solid Experience in object-oriented programming & software design patterns.']",https://wuzzuf.net/jobs/careers/Khalifa-Foundation-Investment-Egypt-74977,https://images.wuzzuf-data.net/files/company_logo/Khalifa-Foundation-Investment-Egypt-74977-1646320326.jpg
Senior Full-Stack Software Engineer,RISEUP (Endemag for Administrative Skills Development),"Sheikh Zayed, Giza, Egypt",['Work From Home'],https://wuzzuf.net/jobs/p/Wp9NQ5zPKMO1-Senior-Full-Stack-Software-Engineer-RISEUP-Endemag-for-Administrative-Skills-Development-Giza-Egypt?o=41&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Develop, test, document, and implement high performing solutions', 'Develop elegant, reusable components utilizing HTML, SCSS, and TypeScript', 'Write efficient, reusable, testable code', 'Participate in regular peer code reviews', 'Clearly and effectively communicate development processes, ideas, and solutions to team']",https://wuzzuf.net/jobs/careers/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380,https://images.wuzzuf-data.net/files/company_logo/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380-1585839990.png
Front End Angular Developer,RISEUP (Endemag for Administrative Skills Development),"Sheikh Zayed, Giza, Egypt",['Work From Home'],https://wuzzuf.net/jobs/p/N0X1T4nCYU1l-Front-End-Angular-Developer-RISEUP-Endemag-for-Administrative-Skills-Development-Giza-Egypt?o=42&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Develop, test, document, and implement high performing solutions', 'Develop elegant, reusable components utilizing HTML, SCSS, and TypeScript', 'Write efficient, reusable, testable code', 'Participate in regular peer code reviews', 'Clearly and effectively communicate development processes, ideas, and solutions to team']",https://wuzzuf.net/jobs/careers/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380,https://images.wuzzuf-data.net/files/company_logo/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380-1585839990.png
Software Testing Engineer,realme,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/cV4gzLyytV0p-Software-Testing-Engineer-realme-Cairo-Egypt?o=1&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Follow testing schedule and plan according to project requirements.', 'Execute Mobile Network Field Testing plan, write Field Test report', 'Submit Software defects , help developing team to point and fix bugs', 'Responsible for training others Field Testing skills and standards', 'Accurately identifies project risks and reports effectively to relevant stakeholders.']",https://wuzzuf.net/jobs/careers/realme-Egypt-38950,https://images.wuzzuf-data.net/files/company_logo/realme-Egypt-38950-1550500249.png
Senior Software Test Engineer,Glamera,"Nasr City, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/MILBC3MTiWEf-Senior-Software-Test-Engineer-Glamera-Cairo-Egypt?o=2&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Design test strategies, specifications, and test plans through user stories.', 'Review and analyze requirements, specifications, and technical design documents, providing timely feedback.', 'Develop test scripts and run regressions tests periodically.', 'Report bugs and errors to development team.', 'Create logs to document testing phases and defects.']",https://wuzzuf.net/jobs/careers/Glamera-Egypt-47172,https://images.wuzzuf-data.net/files/company_logo/Glamera-Egypt-47172-1569426516.png
Software Testing Engineer,DMS,"Heliopolis, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/F4OUBTyLywH7-Software-Testing-Engineer-DMS-Cairo-Egypt?o=3&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Reviewing and analyzing system specifications', 'Executing test scripts and reviewing results', 'Reporting and documenting technical issues', 'Write and execute the test scripts .', 'Monitor applications and software systems', 'Plan projects', 'Execute test cases (manual or automated) and analyze results', 'Test in different environment including the web and desktop', 'Write bug reports', 'Provide quality assurance', 'Provide objective feedback to software development project teams', 'Work towards departmental and project deadlines', 'Work in multiple projects at one time', 'Communicate findings to technical and non technical colleagues.', 'Strong verbal and written communication skills with the ability of stakeholders', 'Competent technical skills', 'Work in team and individually .', 'Organizational skills with the capability of working towards tight deadlines', 'Passion for working with technology']",https://wuzzuf.net/jobs/careers/DMS-Egypt-6118,https://images.wuzzuf-data.net/files/company_logo/DMS-Egypt-6118-1516788968.jpg
Trevipay| Senior Software Testing Engineer - El Gouna,Kalasko,"Hurghada, Red Sea, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/R4xwRMMNrQpe-Trevipay-Senior-Software-Testing-Engineer---El-Gouna-Kalasko-Red-Sea-Egypt?o=4&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Lead tester on small engineering team for business-critical web applications', 'Define overall test strategy and establish testing best practices on the team', 'Write, execute, and manage manual and automated test scripts for UI and API layers', 'Build tiered regression suite for UI and API and incorporate them in the CI Pipeline', 'Implement load testing, web performance and security testing', 'Work collaboratively as part of a cross-functional team that includes software engineers, product owner, UX designers, internal stakeholders, and customers', 'Research and stay current in web application testing practices and trends', 'Empower and inspire your teammates']",https://wuzzuf.net/jobs/careers/Kalasko-Egypt-62901,https://images.wuzzuf-data.net/files/company_logo/Kalasko-Egypt-62901-1650635334.jpg
Software Quality Testing Engineer,Anspire Agency,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/LSD2KVR0tRuB-Software-Quality-Testing-Engineer-Anspire-Agency-Cairo-Egypt?o=5&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Attend the Analyst orientation session (Kick-off meeting) upon release or any new change request to gather project requirements', 'Create testing data for the project to use it while executing the written cases and to validate the real scenario', 'Document the test results (Test cases execution results – Found Issues – Notice on the release) upon closing the testing cycle to notify the team that the cycle is closed with the mentioned final status and the covered testing scope (Report if any blocker occurs – fail test cases – issues found with its severity)', 'Support the team in using TFS to manage the work and document every single action when needed', 'Review on Software Requirement Specifications (SRS) upon release or any new change request to check if any of the details are contradicted with each other or if there any missing information or case that need to be mentioned', 'Prepare test cases to cover all the cases that could occur and work on it while exaction', 'Execute the test cases upon release or any new fix from the development side to check the behavior of the project per requirement', 'Review test cases upon any update to check that all written test cases are readable and understandable, also to make sure that all cases are covered', 'Estimate testing activities to help in creating the project plan and calculate the delivery date or the man day needed to set up the project delivery date', 'Review and validate customer the test result report when it is sent from the client side to validate the scenario and to avoid wasting development time in fake issues']",https://wuzzuf.net/jobs/careers/Anspire-Agency-Egypt-14761,https://images.wuzzuf-data.net/files/company_logo/Anspire-Agency-Egypt-14761-1510573195.png
Software QC Engineer (Test Automation),axispay,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/MafU9GDlNcGA-Software-QC-Engineer-Test-Automation-axispay-Cairo-Egypt?o=6&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['We are looking for a passionate Quality Control Specialist to assess software quality through manual and automated testing. This role will be responsible for finding and reporting bugs and glitches to ensure that products, applications, and systems work correctly.', 'Create, maintain, and execute comprehensive suites of test cases.', 'Reproduce customer issues, verify potential fixes, and write regression tests.', 'Analyze and troubleshoot test failures, submit defects, and communicate test results.', 'Track defects and verify fixes.', 'Participate in day-to-day QA activities, including the continuous integration and nightly running of automation scripts.', 'Conduct post-release/ post-implementation testing and regression testing.', 'Be creative and experiment with new solutions but pragmatic and committed to automation, reusability, optimization, maintainability, and quality.', 'Contribute to the required target delivery.', 'Efficient and supportive team member.']",https://wuzzuf.net/jobs/careers/axispay-Egypt-67248,https://images.wuzzuf-data.net/files/company_logo/13241077662a74b1d4e094.jpeg
Software Test Engineer,Paymint,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/RP9cWUe4LoVI-Software-Test-Engineer-Paymint-Cairo-Egypt?o=7&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Analyzing with business & development teams the provided requests to get an efficient solution and ensure higher quality and performance.', 'Participating in standard business and information technology solution implementations, upgrades, and enhancements.', 'Utilizing the testing methodologies (Agile) for analyzing the testing requirements.', 'Designing the manual testing scenarios and test cases that will be demonstrated for all requirements.', 'Supporting knowledge management through participating in testing communities and improving testing through lessons learned.', 'Implementing & executing the manual test cases for the solution by using the recommended Test Management tool.', 'Implementing a unified function library that will be applied on all web/mobile applications.', 'Implementing & executing the automation test scripts on the solution by using the recommended Test automation tool.', 'Reviewing & monitoring all auto generated defects that will be raised on the recommended Test Management tool.', 'Updating the Test Traceability Metrix for each application.', 'Raising & monitoring the defects that will be raised on the recommended Test Management tool.', 'Exporting the Test Summary reports for each sprint/release from the recommended Test Management tool.']",https://wuzzuf.net/jobs/careers/Paymint-Egypt-72741,https://images.wuzzuf-data.net/files/company_logo/Paymint-Egypt-72741-1644157121.png
Software Testing Engineer,Egabi FSI,"Sheraton, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/n1YHnwQAIIfw-Software-Testing-Engineer-Egabi-FSI-Cairo-Egypt?o=8&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Execute test cases and scripts', 'Analyze test results', 'Report on testing progress and results', 'Facilitate defect resolution and document final test results in order to execute testing engagement.']",https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,https://images.wuzzuf-data.net/files/company_logo/Egabi-FSI-Egypt-2056-1597157894.png
Senior QC Test Engineer - Software,Rasan,"Nasr City, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/Kuv55e84wgRN-Senior-QC-Test-Engineer---Software-Rasan-Cairo-Egypt?o=9&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Create testing plans, review test cases, and make sure that they are written in a descriptive, structured, and understandable way for new or updated software projects.', 'Clarify requirements and define the missing requirements', 'Participate in sprint planning to estimate sprint stories', 'Participate proactively in stand-up meetings, release retrospective, suggesting and implementing improvements.', 'Design, develop and executing test cases in compliance with the business requirements.', 'Clarify requirements and define the missing requirements.', 'Perform usability testing to evaluate how the UI is user friendly', 'Creating bug reports', 'Following-up the defects and the fixes with development team', 'Coordinating the completion of the tasks with the developers and the management', 'Helping on Managing and leading the quality control team in terms of assign, monitor,', 'Control tasks and re-balance or re-allocate them as required.', 'Designs, executes, monitors, and troubleshoots automated tests in a variety of situations and conditions.', 'Manage automated testing artifacts to ensure proper reuse, versioning, organization, and retention.', 'Define and publish key performance metrics for the automated testing.', 'For test cases that fail, perform basic diagnosis to determine root cause (i.e., which input parameters cause the failure).', 'Identify edge cases that give unexpected or incorrect behaviour.', 'Provides Level 3 End User support as needed.']",https://wuzzuf.net/jobs/careers/Rasan-Egypt-41107,https://images.wuzzuf-data.net/files/company_logo/Rasan-United-Arab-Emirates-41107-1552910417.png
Senior Software Testing Engineer,Garment IO,"Sheikh Zayed, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/R4qnAFSpRMRf-Senior-Software-Testing-Engineer-Garment-IO-Giza-Egypt?o=10&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Analyzing user stories/use cases/requirements for validity and feasibility.', 'Collaborate closely with other team members.', 'Execute all levels of testing (Function, Integration, Regression, Automated)', 'Review business requirements and provide input.', 'Prepare and review test plans.', 'Prepare test cases, test scripts and test data.', 'Execute tests (manual).', 'Report defects and assist in their understanding.', 'Writing Bug Reporting & Test Case skills.', 'Prepare and present test reports.', 'Train, mentor and supervise junior software testing engineers.', 'Medical insurance', 'Social insurance', 'Transportation allowance', 'Education allowance', 'Access to the Garment IO Subject Matter Expert network for coaching and mentoring', 'Flexible working hours.']",https://wuzzuf.net/jobs/careers/Indos-Egypt-1665,https://images.wuzzuf-data.net/files/company_logo/Garment-IO-Egypt-1665-1591696325.jpg
Senior Automation Test Engineer - (Java),Cegedim,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/JRz48RVmoGht-Senior-Automation-Test-Engineer---Java-Cegedim-Cairo-Egypt?o=11&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Design test strategies, specifications, and test plans through user stories', 'Review requirements, specifications to assure the quality of the products.', 'Interact with your SCRUM Team to develop a strong understanding of the testing objectives, priorities, and challenges', 'Development of test automation suites, systems, and scripts.', 'Work with other teams, as needed, to ensure proper implementation and automation of unit tests, regression tests, smoke tests, and acceptance tests.', 'Execution of manual test cases', 'Creation and execution of API testing']",https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756,https://images.wuzzuf-data.net/files/company_logo/Cegedim-Egypt-35756-1536502971.jpg
Senior Automation Test Engineer -(Java),Cegedim,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/bVmttB1bJMp7-Senior-Automation-Test-Engineer--Java-Cegedim-Cairo-Egypt?o=12&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Design test strategies, specifications, and test plans through user stories', 'Review requirements, specifications to assure the quality of the products.', 'Interact with your SCRUM Team to develop a strong understanding of the testing objectives, priorities, and challenges', 'Development of test automation suites, systems, and scripts.', 'Work with other teams, as needed, to ensure proper implementation and automation of unit tests, regression tests, smoke tests, and acceptance tests.', 'Execution of manual test cases', 'Creation and execution of API testing']",https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756,https://images.wuzzuf-data.net/files/company_logo/Cegedim-Egypt-35756-1536502971.jpg
Test Engineer With Cypress,Cegedim,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/nb7yX2L5suDo-Test-Engineer-With-Cypress-Cegedim-Cairo-Egypt?o=13&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Design test strategies, specifications and test plans through user stories', 'Review requirements, specifications to assure quality of the products.', 'Interact with your SCRUM Team to develop a strong understanding of the testing objectives, priorities and challenges', 'Development of test automation suites, systems and scripts.', 'Work with other teams, as needed, to ensure a proper implementation and automation of unit tests, regression tests, smoke tests and acceptance tests.']",https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756,https://images.wuzzuf-data.net/files/company_logo/Cegedim-Egypt-35756-1536502971.jpg
Testing Engineer With Cypress,Cegedim,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/avVw4RSwQZXo-Testing-Engineer-With-Cypress-Cegedim-Cairo-Egypt?o=14&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Design test strategies, specifications and test plans through user stories', 'Review requirements, specifications to assure quality of the products.', 'Interact with your SCRUM Team to develop a strong understanding of the testing objectives, priorities and challenges', 'Development of test automation suites, systems and scripts.', 'Work with other teams, as needed, to ensure a proper implementation and automation of unit tests, regression tests, smoke tests and acceptance tests.']",https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756,https://images.wuzzuf-data.net/files/company_logo/Cegedim-Egypt-35756-1536502971.jpg
Senior Automation Testing Engineer,Cegedim,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/TFxkudF2aVi1-Senior-Automation-Testing-Engineer-Cegedim-Cairo-Egypt?o=15&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Design test strategies, specifications, and test plans through user stories', 'Review requirements, specifications to assure the quality of the products.', 'Interact with your scrum Team to develop a strong understanding of the testing objectives, priorities, and challenges', 'Development of test automation suites, systems, and scripts.', 'Work with other teams, as needed, to ensure proper implementation and automation of regression tests, smoke tests, integration tests, and acceptance tests.']",https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756,https://images.wuzzuf-data.net/files/company_logo/Cegedim-Egypt-35756-1536502971.jpg
Senior Software Testing Engineer (Remotly),Astute Imaging,"Nasr City, Cairo, Egypt","['Full Time', 'Part Time']",https://wuzzuf.net/jobs/p/qZ30jW6bmYpK-Senior-Software-Testing-Engineer-Remotly-Astute-Imaging-Cairo-Egypt?o=16&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Designs, implements, and conducts test and evaluation procedures to ensure system\xa0 requirements are met.', 'Evaluates, recommends, and implements test tools and strategies.', 'Work with the software development team throughout the software development life cycle to:', 'Assist in the creation of product requirements documentation.', 'Develop software verification and validation test plans for new products.', 'Perform the validation and verification of product upgrades.', 'Create, perform and maintain manual and automated software test scripts for web-based\xa0 and client-server applications running on both Linux, Windows, OSX and other operating\xa0 systems.', 'Create and maintain test data sets and test environments.', 'Generate detailed reports summarizing the testing effort.', 'Review and update software documentation and maintain bug records.', 'Participate in and/or oversee design review meetings.', 'Ensure compliance with quality systems such as ISO 13485, and FDA.', 'Assist in the development of new software quality initiatives, participate in quality system\xa0 development, write and review procedures to improve quality and reliability of']",https://wuzzuf.net/jobs/careers/Astute-Imaging-Egypt-79837,https://images.wuzzuf-data.net/files/company_logo/Astute-Imaging-Egypt-79837-1657011040.png
Senior Web Test Automation Engineer (Hybrid),SSC Egypt,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/ZA0Kt3TNDczF-Senior-Web-Test-Automation-Engineer-Hybrid-SSC-Egypt-Cairo-Egypt?o=17&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['You will plan, design, and build sophisticated automated text fixtures and systems that help us test our products.', 'You must be willing to work with your hands — solder, assemble, test,']",https://wuzzuf.net/jobs/careers/SSC-Egypt-Egypt-37268,https://images.wuzzuf-data.net/files/company_logo/57069712562c56e24f2498.png
Testing Engineer,SE Wiring Systems EGYPT,"6th of October, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/i0TdjV3NFeKS-Testing-Engineer-SE-Wiring-Systems-EGYPT-Giza-Egypt?o=18&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['The instructions are an addition to the current procedures and work instructions associated with Test Engineering and the companies PC policies.', 'Be able to work independently of EMDEP and the Companies Information Services Department.', 'Responsible for ordering ,design and installation of test equipment for new projects.', 'Responsible for feedback to EMDEP when persistent problems occur.', 'Responsible for purchasing other necessary equipment required at the same time that the Test equipment is ordered.', 'Responsible for the Test PC configuration as per work instruction.', 'Responsible for a secure area where the spares are located.', ""Responsible for updating and maintaining the spares policy and for maintaining a minimum of 2 spare PC's which shall have installed EMDEP and Vision Tools software installed & replacing stock levels."", 'Responsible for the creation for all Test Programs for all new projects and codes in SOP including validation.', 'Work closely with project leaders sticking to project plans to deliver new lines on time.']",https://wuzzuf.net/jobs/careers/SE-Wiring-Systems-EGYPT-Egypt-23300,https://images.wuzzuf-data.net/files/company_logo/SE-Wiring-Systems-EGYPT-Egypt-23300-1567936539.jpg
Senior Test Automation Engineer,FlairsTech,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/727wf2FXJPkU-Senior-Test-Automation-Engineer-FlairsTech-Cairo-Egypt?o=19&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Designing and developing test automation scripts.', 'Using test automation guidelines.', 'Finding issues in software through written scripts.', 'Creating reports for the output found to help QA in their work.', 'Can create frameworks.', 'Previous experience with selenium Java.', 'Is familiar with reporting tools as JIRA.', 'Develop automated tests, and execute the functional, application, and regression-based tests. Contribute to the automation framework where required.', 'Produce required documentation regarding testing methodology and testing results. Record, analyze, and report on automation test results and complex issues. Review existing code and make valuable suggestions to enhance existing projects.', 'Review, prioritize and negotiate work content, timelines, and deliverable with key groups', 'Work to implement and improve documented standards, guidelines and best practices for Automation.']",https://wuzzuf.net/jobs/careers/Flairstech-Egypt-1631,https://images.wuzzuf-data.net/files/company_logo/Flairstech-Egypt-1631-1624875613.png
Penetration Testing Engineer,MNZ Technology,"Sheikh Zayed, Giza, Egypt","['Full Time', 'Work From Home']",https://wuzzuf.net/jobs/p/gsbUSVAU8I69-Penetration-Testing-Engineer-MNZ-Technology-Giza-Egypt?o=20&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Network penetration testing.', 'Web and mobile application testing.', 'Source code reviews', 'Wireless network assessments.', 'Develop comprehensive and accurate reports and presentations for both technical and executive audiences', 'Effectively communicate findings and strategy to client stakeholders including technical staff, executive leadership, and legal counsel', 'Recognize and safely utilize attacker tools, tactics, and procedures', 'Assist with scoping prospective engagements, leading engagements from kickoff through remediation, and mentoring less experienced staff', 'Excellent communication skills', 'Excellent problem-solving skills.', 'Ability to manage and balance own time among multiple tasks, and lead junior staff when required', 'Ability to manage and balance own time among multiple tasks, and lead junior staff when required', 'Ability to successfully interface with clients (internal and external)', 'Ability to document and explain technical details in a concise, understandable manner']",https://wuzzuf.net/jobs/careers/MNZ%20Technology-Egypt-82121,https://images.wuzzuf-data.net/files/company_logo/161054775463187b95effe5.png
Software Tester (QC),The Address Investments for Real Estate Consultancy,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/IHpnlNNu76yw-Software-Tester-QC-The-Address-Investments-for-Real-Estate-Consultancy-Cairo-Egypt?o=21&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['QC Engineers are responsible for the quality of software development and deployment.They are involved in performing automated and manual tests to ensure the softwarecreated by developers is fit for purpose. Some of the duties include analysis of software,and systems, mitigate risk and prevent software issues.Being able to think like a developer and see how a developer might interpret andimplement business requirements, to fully understand what project managers andproduct owners expect, and to imagine what end users need and how they will interactwith the product.Responsibilities:● Analyze requirements and come up with a test plan to ensure testing quality.● Review functional and design specifications to ensure full understanding of individualdeliverable.● Write manual and automated test cases.● Perform Quality Control by conducting manual and automated testing to find defectsand assure that the product meets design specifications and requirements. Thisincludes isolating, reproducing, verifying and reporting defects, as well as implementingand maintaining automated tests such as Selenium WebDriver, JUnit, JMeter, andFitness.● Effectively communicate and document all the defects discovered during the QualityControl process.● Identify any potential quality issues and escalate immediately to management.● Work closely with developers in an agile environment to ensure a high-quality product.']",https://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523,https://images.wuzzuf-data.net/files/company_logo/The-Address-Investments-for-Real-Estate-Consultancy-Egypt-28523-1603278787.jpg
Software Tester,Naqla,"Nasr City, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/VMlhL8EHNFLF-Software-Tester-Naqla-Cairo-Egypt?o=22&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Reviewing software requirements and preparing test scenarios.', 'Executing tests on software usability.', 'Analyzing test results on database impacts, errors or bugs, and usability.', 'Preparing reports on all aspects related to the software testing carried out and reporting to the design team.', 'Interacting with clients to understand product requirements.', 'Participating in design reviews and providing input on requirements, product design, and potential problems.']",https://wuzzuf.net/jobs/careers/naqla-Egypt-21630,https://images.wuzzuf-data.net/files/company_logo/Naqla-Egypt-21630-1618913875.png
Senior Software Tester ( Remotely Full-Time),Proenvision,"Cairo, Egypt","['Full Time', 'Work From Home']",https://wuzzuf.net/jobs/p/uEy837fZF2ek-Senior-Software-Tester-Remotely-Full-Time-Proenvision-Cairo-Egypt?o=23&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Run Manual and automation testing', 'Perform different types of testing including integration & regression testing.', 'Build test cases and scenarios including stress testing, performance testing, functional testing & scalability testing.', 'Preparation of defect/bug reports in case of design/development not meeting pre-defined requirements.', 'Company Industry : Software House', 'Our Vacancy Remotely Full- time', 'Company Location : Canada']",https://wuzzuf.net/jobs/careers/Proenvision-Egypt-82836,"Logo not found, The company doesn't provide an image"
Quality Tester - Software,Confidential,"Mohandessin, Giza, Egypt",['Freelance / Project'],https://wuzzuf.net/jobs/p/LabAKz4UlkUP-Quality-Tester---Software-Giza-Egypt?o=24&l=sp&t=sj&a=software testing jobs|search-v3|navbl,"['Carrying out all testing activities related to products and projects.', 'Ensuring deliverables are released to specification as well as the highest quality standards in compliance with the organizational processes and standards', 'Prepare traceability matrix for the requirements document versus test cases.', 'Create test scenarios, test conditions & expected results and test cases.', 'Execute test scripts and test software programs to compare specifications, documentations.', 'Manage and track bugs, and verify issues posted by any of the team members.Implement regression testing before any milestone, ability to work on any bug tracking tools and software management tools.', 'Generate historical analysis of test results.', 'Maintain and update test plans, test cases, test environment through the whole production life cycle.', 'Review the software’s user manual with the technical writer and ensure that all changes are being updated on the user manual and on the software articles and documentations.', 'Report any UI/UX issues.', 'Identify the reliability, performance and functionality of software products']","Link not found, the company prefer to keep its name hidden!!","Logo not found, the company prefer to keep its name hidden!!"
